keggid,name,formula,pubchemID,smile,fp,cid
cpd:C12318,"dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose",C16H25N3O13P2,582708,C[C@@H]1C(=O)[C@@H](C[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)N,00000000000000000000000000000100000001000000000010000100010000100100010010010100100111000111100111100010101011111100010011111011111111001101101111101111111111111111110,15519420.0
cpd:C05838,cis-2-Hydroxycinnamate,C9H8O3,8131,C1=CC=C(C(=C1)/C=C\C(=O)O)O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000010001000100000001000110100010101001010011110,5280841.0
cpd:C21137,"dTDP-3-amino-4-oxo-2,3,6-trideoxy-L-allose",C16H25N3O13P2,313046617,C[C@H]1C(=O)[C@@H](C[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)N,00000000000000000000000000000100000001000000000010000100010000100100010010010100100111000111100111100010101011111100010011111011111111001101101111101111111111111111110,118987131.0
cpd:C16361,"1,3,7-Trimethyluric acid",C8H10N4O3,47205669,CN1C2=C(NC1=O)N(C(=O)N(C2=O)C)C,00000000000000000000000000000000000001100000000000000000000000000100000000010101100101000100110111100100011000100100010011100101000000001100011110101111001010111111110,79437.0
cpd:C06727,"cis-1,2-Dihydro-3-ethylcatechol",C8H12O2,8949,CCC1=CC=C[C@@H]([C@@H]1O)O,00000000000000000000000000000000000000000000000000100010000000000000000010001000000000000011000000010000000000000010000000000001000100000001000100000010100101011001110,441155.0
cpd:C16362,"3,6,8-Trimethylallantoin",C7H12N4O3,47205670,CNC(=O)N(C)C1C(=O)N(C(=O)N1)C,00000000000000000000000000000000000001100000000000000100000000000000000000010101100101000100110111000000001000100000010011100001000101001100011100101111001010111100110,181740.0
cpd:C20240,"(2Z,4Z)-2-Hydroxyhexa-2,4-dienoate",C6H8O3,163311983,C/C=C\C=C(\C(=O)O)/O,00000000000000000000000000000000000000000000000000000010000000000000000010001000000000000000000000010000000000000000000000010000000100000001000000100000101001011000100,5281908.0
cpd:C16168,"(6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahexaenoyl-CoA",C45H70N7O17P3S,47205478,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011011011101111111111011111111100111111111111111111110,56927909.0
cpd:C16172,"(6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA",C45H72N7O17P3S,47205482,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011111011101111111111011111111100111111111111111111110,56927911.0
cpd:C16374,"(2E,6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosaheptaenoyl-CoA",C45H68N7O17P3S,47205682,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011011011101111111111011111111100111111111111111111110,70678741.0
cpd:C16387,"(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexaenoyl-CoA",C45H70N7O17P3S,47205685,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011111011101111111111011111111100111111111111111111110,71448921.0
cpd:C00620,alpha-D-Ribose 1-phosphate,C5H11O8P,3894,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000001100000111000010000010001001001000000000011011001110000101100100101010110101010000110,439236.0
cpd:C20683,Long-chain acyl-[acyl-carrier protein],C3H4OSR2,172232403,,,
cpd:C00301,ADP-ribose,C15H23N5O14P2,3595,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)O)O)O)O)O)N,00000000000000000000000000000100000000100000000010000110010000100100010010010101100111000111100111100110011001101000010011111111001111011111101100101011110111110111110,445794.0
cpd:C15651,2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate,C6H11O6PS,17396641,CSCCC(=O)/C(=C/OP(=O)(O)O)/O,00000000000000000000000000000100000000000001000010000000000000000000010010001000000000101111010000010010001000001001101000001010001110001001100000111000111101011000100,5462148.0
cpd:C05823,3-Mercaptolactate,C3H6O3S,8118,C([C@@H](C(=O)O)O)S,00000000000000000000000000000000000000000000000000000110000000000000000010000000001000001010000000000000100000000000000000010000000110000001000000100000111101010000100,9833951.0
cpd:C05539,N-Acetyl-L-2-amino-6-oxopimelate,C9H13NO6,7878,CC(=O)N[C@@H](CCCC(=O)C(=O)O)C(=O)O,00000000000000000000000000000000000000000000000000000010000000000000000010000000000000000011100100000000100010110000011000010000000110001001100000110001101111111100100,440719.0
cpd:C04390,"N6-Acetyl-LL-2,6-diaminoheptanedioate",C9H16N2O5,7030,CC(=O)N[C@@H](CCC[C@@H](C(=O)O)N)C(=O)O,00000000000000000000000000000000000000000000000000000010000000000000000000000000000010000011100100000000100010110000011000010000000100001001101000110001001111111100100,440321.0
cpd:C00739,D-Lysine,C6H14N2O2,4002,C(CCN)C[C@H](C(=O)O)N,00000000000000000000000000000000000000000000000000000010000000000000000000000000001010000011000100001000100000010000001000010000010100000001001000010001011111110100100,57449.0
cpd:C03239,6-Amino-2-oxohexanoate,C6H11NO3,6109,C(CCN)CC(=O)C(=O)O,00000000000000000000000000000000000000000000000000000000000000000000000010000000001010000011000000001000100000010000001000010000010110001001000000110001111101110100100,439954.0
cpd:C05933,N(omega)-Hydroxyarginine,C6H14N4O3,8221,C(C[C@@H](C(=O)O)N)CN=C(N)NO,00000000000000000000000011000000000000000001000000000010000000000000110100000110000010000011001100001010101000010000001100011000000100000001001000110001011111110100100,123895.0
cpd:C00533,Nitric oxide,NO,3815,[N]=O,00000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000001000000010000000000000000100001000000000000000000000000000000000000100100,145068.0
cpd:C01161,"3,4-Dihydroxyphenylacetate",C8H8O4,4388,C1=CC(=C(C=C1CC(=O)O)O)O,00000000000000000000000000000000000000000000000000000010000000000000000010000000000000000001000000000000100000000100000000010001000110000001100110100010101101010011110,547.0
cpd:C00642,4-Hydroxyphenylacetate,C8H8O3,3915,C1=CC(=CC=C1CC(=O)O)O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000100000000010001000110000001000100100000101101010011110,127.0
cpd:C05593,3-Hydroxyphenylacetate,C8H8O3,7917,C1=CC(=CC(=C1)O)CC(=O)O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000100000000100000000010001000110000001000100100000101101010011110,12122.0
cpd:C07089,5-Chloro-2-hydroxymuconic semialdehyde,C6H5ClO4,9300,C(=C/C(=O)C(=O)O)\C(=C\O)\Cl,00000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000010001000100000000000000010000000100101001100000100000101001010000100,5281014.0
cpd:C04434,"(1E)-4-Oxobut-1-ene-1,2,4-tricarboxylate",C7H6O7,7065,C(/C(=C\C(=O)O)/C(=O)O)C(=O)C(=O)O,00000000000000000000000000000000000000000000000000100000000000000000000010001000000000000011000000010000000000000000000000010000000110001001100000100000101101010000100,5280679.0
cpd:C04115,4-Carboxy-4-hydroxy-2-oxoadipate,C7H8O8,6804,C(C(=O)C(=O)O)C(CC(=O)O)(C(=O)O)O,00000000000000000000000000000000000000000000000000000110000000000010000010000000000000000111000000000000100000001000000000010000000110001001100000100000101101010000100,130.0
cpd:C06033,Parapyruvate,C6H8O6,8305,CC(CC(=O)C(=O)O)(C(=O)O)O,00000000000000000000000000000000000000000000000000000010000000000010000010000000000000000110000000000000100000001001000000010000000110001001100000100000101101011000100,440249.0
cpd:C00682,2-Hydroxymuconate semialdehyde,C6H6O4,3951,C(=C/C(=O)C(=O)O)\C=C\O,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000000000010000000100001001100000100000101001010000100,5280366.0
cpd:C09812,2-Hydroxycyclohexane-1-carboxyl-CoA,C28H46N7O18P3S,12000,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4CCCCC4O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111001111001011011101111111111011111101101111111111111111111110,9543208.0
cpd:C09823,Cyclohexane-1-carboxyl-CoA,C28H46N7O17P3S,12011,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4CCCCC4)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111001111001011011101111111111011111101101111111111111111111110,11966208.0
cpd:C09822,Cyclohexane-1-carboxylate,C7H12O2,12010,C1CCC(CC1)C(=O)O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001000010000110000000001000000010000001001010001110,7413.0
cpd:C06336,3-Sulfocatechol,C6H6O5S,8572,C1=CC(=C(C(=C1)S(=O)(=O)O)O)O,00000000000000000000000000000000000000011000000010010111001111001001010011000000010000001100000000000010001000001100000000001001001100001001100110101010100001010011110,440983.0
cpd:C09813,2-Ketocyclohexane-1-carboxyl-CoA,C28H44N7O18P3S,12001,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4CCCCC4=O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111001111001011011101111111111011111101101111111111111111111110,9543214.0
cpd:C09811,Cyclohex-1-ene-1-carboxyl-CoA,C28H44N7O17P3S,11999,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CCCCC4)O,00000000000000000000000000000100000000100001000010100110010000100110010010111101111111001111100111111110111001111001011011101111111111011111101101111111111111111111110,9543203.0
cpd:C02220,2-Aminomuconate,C6H7NO4,5285,C(=C\C(=O)O)\C=C(/C(=O)O)\N,00000000000000000000000000000000000000000000010000000010000000000000000000001000000010000000000100010000000000000000000000010000000100001001100000100001001011110100100,5280499.0
cpd:C00515,D-Ornithine,C5H12N2O2,3798,C(C[C@H](C(=O)O)N)CN,00000000000000000000000000000000000000000000000000000010000000000000000000000000001010000011000100001000100000010000001000010000000100000001001000010001011111110100100,71082.0
cpd:C01110,5-Amino-2-oxopentanoic acid,C5H9NO3,4342,C(CC(=O)C(=O)O)CN,00000000000000000000000000000000000000000000000000000000000000000000000010000000001010000011000000001000100000010000001000010000000110001001000000110001111101110100100,439402.0
cpd:C00973,Cyclomaltodextrin,(C6H10O5)n,4222,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@H](O2)[C@@H]([C@H]5O)O)CO)CO)CO)O)O)O,00000000000000000000000000000000000000000000000000000010010000000000000010000000001000000101000000100000010001000000000010010001000110000111100101100010110101010001110,101432358.0
cpd:C02474,Arabinan,(C15H24O12)n,5489,,,
cpd:C06240,UDP-N-acetyl-D-mannosaminouronate,C17H25N3O18P2,8481,CC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)C(=O)O)O)O,00000000000000000000000000000100000001000000000010000110010000100100010010010100100101000111100111100010001001101100010011111011001111001101101111101011111111111111110,440961.0
cpd:C05894,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine,C94H157N9O25P2,8182,C[C@@H](C(=O)N[C@H](CCC(=O)N[C@@H](CCCCN)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)O)C(=O)N)NC(=O)[C@@H](C)O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)NC(=O)C)CO)OP(=O)(O)OP(=O)(O)OC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)NC(=O)C,00000000000000000000000000000100000000000000000010100110010000000000010010101001001010000111100101111010101011111001111010011011111111001111111101111111111111111101110,46173750.0
cpd:C04046,"3-D-Glucosyl-1,2-diacylglycerol",C11H16O10R2,6747,,,
cpd:C06040,Diglucosyldiacylglycerol,C17H26O15R2,8311,,,
cpd:C00623,sn-Glycerol 1-phosphate,C3H9O6P,3896,C([C@@H](COP(=O)(O)O)O)O,00000000000000000000000000000100000000000001000010000010000000000000010010000000001000000110000000000010101001001000000000001010001110000011100000101000110101010000100,439276.0
cpd:C06760,"2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde",C7H8O4,8980,C/C(=C\O)/C=C/C(=O)C(=O)O,00000000000000000000000000000000000000000000000000100000000000000000000010001000000000000000000000010000000000000000000000010000000100001001100000100000101001011000100,5280995.0
cpd:C06210,"2-Hydroxy-6-keto-2,4-heptadienoate",C7H8O4,8458,CC(=O)/C=C\C=C(/C(=O)O)\O,00000000000000000000000000000000000000000000000000000010000000000000000010001000000000000000000000010000000000000000000000010000000100001001100000100000101001011000100,9776837.0
cpd:C05984,2-Hydroxybutanoic acid,C4H8O3,8262,CC[C@@H](C(=O)O)O,00000000000000000000000000000000000000000000000000000010000000000000000010000000000000000010000000000000100000000010000000010000000110000001000000100000101101011000100,440864.0
cpd:C07085,3-Vinylcatechol,C8H8O2,9296,C=CC1=C(C(=CC=C1)O)O,00000000000000000000000000000000001000000000000000000010000000000000000010000000000000000000000000010000000000000100000000000001000100000001000110000010100001010011110,441226.0
cpd:C07087,"2-Hydroxy-6-oxoocta-2,4,7-trienoate",C8H8O4,9298,C=CC(=O)/C=C/C=C(/C(=O)O)\O,00000000000000000000000000000000001000000000000000000010000000000000000010001000000000000000000000010000000000000000000000010000000100001001100000100000101001010000100,5281013.0
cpd:C15813,Adenylyl-[sulfur-carrier protein],C14H19N7O9PR,47205138,,,
cpd:C00751,Squalene,C30H50,4013,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C,00000000000000000000000000000000000000000000000000100000000000000000000000101000000000000000000000010000000010000001101000000000110000000000010000010100000100001000000,638072.0
cpd:C06309,Diplopterol,C30H52O,8545,C[C@]12CC[C@@H]([C@@H]1CC[C@@]3([C@@H]2CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CCCC5(C)C)C)C)C)C(C)(C)O,00000000000000000000000000000000000000000000000000000000000000000010000000100000000000000011000010000100010010001001101000000000110000000001010001010110100001001001110,164874.0
cpd:C06310,Diploptene,C30H50,8546,CC(=C)[C@H]1CC[C@]2([C@H]1CC[C@@]3([C@@H]2CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CCCC5(C)C)C)C)C)C,00000000000000000000000000000000001000000000000000100000000000000010000000101000000000000000000010010100010010001001101000000000110000000000010001010110000000001001010,92155.0
cpd:C01417,Cyanate,CHNO,4604,C(#N)O,00000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000001000000000000000001000100100,540.0
cpd:C01563,Carbamate,CH3NO2,4721,C(=O)(N)O,00000000000000000000000100000000000000000001000000000000000000000000000000000000000010000000000000000000001000100000010000010000000100000001000000000001001011110100100,277.0
cpd:C19692,Polysulfide,H2Sn,135626160,SSS,00000000000000100000000000000000000000000001000000000000001000000001010000000000000000001000000000000000000000000000000000001000001100000000000000000000000000000000000,166718.0
cpd:C02084,Tetrathionate,H2S4O6,5169,OS(=O)(=O)SSS(=O)(=O)O,00000000000000100000000000000000000000011000000010000001001011000001010001000000010000001000000000000010001000001000000000001000001100001001100000101000000000010000100,26259.0
cpd:C14143,Adipyl-CoA,C27H44N7O19P3S,7846955,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCCCC(=O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111001111001011011111111111111011111101100111111111111111111110,9543333.0
cpd:C00323,Caffeoyl-CoA,C30H42N7O19P3S,3617,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111001111101011011101111111111011111101111111111111111111111110,11966126.0
cpd:C12203,5-Hydroxyferuloyl-CoA,C31H44N7O20P3S,14349,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C(=C4)OC)O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111110111111110111001111101011011101111111111011111111111111111111111111111110,44229079.0
cpd:C00411,Sinapoyl-CoA,C32H46N7O20P3S,3701,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C(=C4)OC)O)OC)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111110111111110111001111101011011101111111111011111111111111111111111111111110,11966120.0
cpd:C02091,(S)-Ureidoglycine,C3H7N3O3,5176,[C@H](C(=O)O)(N)NC(=O)N,00000000000000000000000000000000000001100001000000000110000000000000000000000100100010000000000101000000001000100000010000010000000100001001001000100001001011110100100,45479615.0
cpd:C00802,Oxalureate,C3H4N2O4,4060,C(=O)(C(=O)O)NC(=O)N,00000000000000000000000000000000000001000001000000000010000000000000000010000100000010000100100101000000001000100000010000010000000100001001101000100001001011110100100,456.0
cpd:C20231,(Z)-3-Ureidoacrylate peracid,C4H6N2O4,163311974,C(=C\NC(=O)N)\C(=O)OO,00000000000000000000000000000000000001000001010000000000000000000000010010000100000010000000000001010010001000100000010000011010000100001001101000100001001011110100100,46173244.0
cpd:C09306,Sulfur dioxide,SO2,11497,O=S=O,00000000000000000000000000000000000000000000000000000001001010000001000001000000000000001000000000000010000000000000000000001000001000001000000000000000000000010000100,1119.0
cpd:C15699,gamma-L-Glutamylputrescine,C9H19N3O3,47205025,C(CCNC(=O)CC[C@@H](C(=O)O)N)CN,00000000000000000000000000000000000000000000000000000010000000000000000000000000001010000011100100001000100000110000011000010000110110001011001000110001011111110100100,20841830.0
cpd:C18933,Chloranil,C6Cl4O2,124489605,C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,00000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000010001000100000000000000000001000000101000000100000010101000010001110,8371.0
cpd:C03434,Tetrachlorohydroquinone,C6H2Cl4O2,6261,C1(=C(C(=C(C(=C1Cl)Cl)O)Cl)Cl)O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000001000100100001000110000010100001010011110,66603.0
cpd:C00501,CDP-glucose,C15H25N3O16P2,3784,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,00000000000000000000000000000100000001100000000010000110010000100100010010010100101111000111100111100010001001101100010011111011001111011111101111101011111111110111110,439244.0
cpd:C06215,Levan,C12H22O11(C6H10O5)n,8461,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OC[C@@H]2[C@H]([C@@H]([C@](O2)(CO)OC[C@@H]3[C@H]([C@@H]([C@](O3)(CO)O)O)O)O)O)O)O)O,00000000000000000000000000000000000000000000000000000110010000000000000010000000001100000111000010000000100001001000000010010011110110000111100100100010110101010000110,440946.0
cpd:C00329,D-Glucosamine,C6H13NO5,3623,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)O,00000000000000000000000000000000000000000000000000000110010000000000000010000000001010000111000101100000000001000000000000010001000111000101100100100011110111110101110,439213.0
cpd:C00617,UDP-D-galacturonate,C15H22N2O18P2,3891,C1=CN(C(=O)NC1=O)C2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)C(=O)O)O)O)O)O)O,00000000000000000000000000000100000001000000000010000110010000100100010010010100100101000111100111100010001001101100010011111011001111001101101111101011111111110111110,23724463.0
cpd:C06398,ADP-L-glycero-beta-D-manno-heptose,C17H27N5O16P2,8634,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)[C@H](CO)O)O)O)O)O)O)N,00000000000000000000000000000100000000100000000010000110010000100100010010010101101111000111100111100110111001101000010011111111001111011111101101101011110111110111110,46173345.0
cpd:C04308,Phosphatidyl-N-dimethylethanolamine,C9H16NO8PR2,6966,,,
cpd:C01241,Phosphatidyl-N-methylethanolamine,C8H14NO8PR2,4462,,,
cpd:C01190,Glucosylceramide,C25H46NO8R,4416,,,
cpd:C06672,Vanillate,C8H8O4,8897,COC1=C(C=CC(=C1)C(=O)O)O,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000010000000000000000000100000000010011000100000001100110100010101001011011110,8468.0
cpd:C00218,Methylamine,CH5N,3518,CN,00000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000001000000101100000,6329.0
cpd:C00565,Trimethylamine,C3H9N,3844,CN(C)C,00000000000000000000000000000000000000000000000000000000000000000000000000100000000001100000010000000000000000000000000000100000000000000000010000001100000000101100000,1146.0
cpd:C01046,N-Methyl-L-glutamate,C6H11NO4,4288,CN[C@@H](CCC(=O)O)C(=O)O,00000000000000000000000000000000000000000000000000000010000000000000000000000000000000000011010100000000100010010000101000010000000110001001100000110001001111111100100,439377.0
cpd:C01104,Trimethylamine N-oxide,C3H9NO,4338,C[N+](C)(C)[O-],00000000000001000000000010000010000000000000000001000000000000000000000100100000000001100000011000000010000000001000000000101000000000000000010000001100000000101100100,1145.0
cpd:C20440,"alpha-D-Ribose 1,2-cyclic phosphate 5-phosphate",C5H10O10P2,163312177,C([C@@H]1[C@H]([C@@H]2[C@H](O1)OP(=O)(O2)O)O)OP(=O)(O)O,00000000000000000000000000000100000000000001000010000000010000000000010010000000000100000110000010000110011001001000000010011011001110001101100100101010110101010000110,14035690.0
cpd:C01151,"D-Ribose 1,5-bisphosphate",C5H12O11P2,4380,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)OP(=O)(O)O,00000000000000000000000000000100000000000001000010000010010000000000010010000000000100000111000010000010001001001000000000011011001110001101100100101010110101010000110,14035695.0
cpd:C00191,D-Glucuronate,C6H10O7,3491,[C@@H]1([C@@H]([C@H](OC([C@@H]1O)O)C(=O)O)O)O,00000000000000000000000000000000000000000000000000000110010000000000000010000000000000000100000000100000000000000000000000010001000100000101100100100010101001010001110,94715.0
cpd:C01096,Sorbitol 6-phosphate,C6H15O9P,4331,C([C@@H]([C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O)O,00000000000000000000000000000100000000000001000010000110000000000000010010000000001000000111000000000010101001001000000000001010001110000011100000101000110101010000100,152306.0
cpd:C01697,Galactitol,C6H14O6,4837,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,00000000000000000000000000000000000000000000000000000110000000000000000010000000001000000111000000000000100001000000000000000000000110000011100000100000110101010000100,11850.0
cpd:C00243,Lactose,C12H22O11,3542,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,00000000000000000000000000000000000000000000000000000110010000000000000010000000001000000111000000100000000001000000000010010011000110000111100101100010110101010001110,440995.0
cpd:C06311,Galactitol 1-phosphate,C6H15O9P,8547,C([C@@H]([C@H]([C@H]([C@@H](COP(=O)(O)O)O)O)O)O)O,00000000000000000000000000000100000000000001000010000110000000000000010010000000001000000111000000000010101001001000000000001010001110000011100000101000110101010000100,53827506.0
cpd:C02714,N-Acetylputrescine,C6H14N2O,5677,CC(=O)NCCCCN,00000000000000000000000000000000000000000000000000000000000000000000000000000000001010000011100000001000100010110000111000000000010100000010001000010001011110101100100,122356.0
cpd:C05127,N-Methylhistamine,C6H11N3,7548,CN1C=C(N=C1)CCN,00000000000000000000000000000000000000000000000000000000000000000100000000010101101111000000010010001000100010010000001011100000000000000100001000011001010110101110010,3614.0
cpd:C05827,Methylimidazole acetaldehyde,C6H8N2O,8121,CN1C=C(N=C1)CC=O,00000000000000000000000000000000000000000000000000000000000000000100000000010101000101000000010011000000000010010000000011100000000010000100001000001000001110101110110,193545.0
cpd:C05589,L-Normetanephrine,C9H13NO3,7914,COC1=C(C=CC(=C1)[C@H](CN)O)O,00000000000000000000000000000000000000000000000000000010000000000000000010000000001010000000010100001000100000000100000000000011000110000001000110100011110101111111110,688100.0
cpd:C00547,L-Noradrenaline,C8H11NO3,3828,C1=CC(=C(C=C1[C@H](CN)O)O)O,00000000000000000000000000000000000000000000000000000010000000000000000010000000001010000000000100001000100000000100000000000001000110000001000110100011110101110111110,439260.0
cpd:C05588,L-Metanephrine,C10H15NO3,7913,CNC[C@@H](C1=CC(=C(C=C1)O)OC)O,00000000000000000000000000000000000000000000000000000010000000000000000010000000001000100000010100001000100000000101000000000011000110000001000110100111110101111111110,688084.0
